session,time,GPS Longitude,GPS Latitude,GPS Speed,GPS Bearing,Ambient air temperature,Catalyst Temp - Bank 1  Sensor 1,Command equivalence ratio,Coolant,Engine Load,Absolute load value,RPM,LTFT - Bank1,Bank 1  Sensor 2:Oxygen sensor & Short Term Fuel Trim,STFT - Bank1,Intake air temperature,Intake pressure(MAP),MAF(air flow),O2 S1 Equiv. Ratio and/or Voltage,O2 S1 Equiv. Ratio and/or Current,O2S1 Equiv Ratio,Relative accelerator pedal position,Relative throttle position,Timing advance,Boost,Volumetric Efficiency (calculated),Air Fuel Ratio (alt)
1392401367846,1392401369853,-122.70529869,45.5832606,0.0,0.0,12.0,264.1,0.96829224,27.0,28.62745,26.666666,1518.0,-3.125,0.0,-4.6875,13.0,36.0,9.78,0.9704895,0.97039795,2.0361328,0.0,5.098039,19.5,-9.282415,72.0,14.233895
1392401367846,1392401370829,-122.70529688,45.5832627,0.0,0.0,12.0,264.1,0.9686279,28.0,29.803923,26.27451,1499.75,-3.125,0.0,-4.6875,13.0,36.0,9.78,0.97576904,0.97576904,2.0654297,0.0,5.098039,20.5,-9.282415,71.0,14.23883
1392401367846,1392401371829,-122.70529294,45.58325933,0.0,0.0,12.0,264.6,0.9689026,28.0,23.529411,23.529411,1562.0,-3.125,0.0,-5.46875,13.0,33.0,8.5,0.9555054,0.92941284,1.9432373,0.0,4.7058825,17.5,-9.717528,70.0,14.242867
1392401367846,1392401372829,-122.70529155,45.58326016,0.0,0.0,12.0,264.6,0.9691162,28.0,24.705883,23.529411,1517.75,-3.125,0.0,-7.03125,13.0,31.0,8.68,0.9465637,0.9487915,1.8846436,0.0,4.7058825,20.0,-10.007604,71.0,14.246008
1392401367846,1392401374829,-122.70528819,45.58326152,0.0,0.0,12.0,264.7,0.969574,29.0,25.882353,23.529411,1477.0,-3.125,0.0,-8.59375,13.0,32.0,8.59,0.98013306,0.98101807,2.0897217,0.0,4.7058825,21.0,-9.862566,70.0,14.252738
1392401367846,1392401377265,-122.70528541,45.5832646,0.0,0.0,12.0,264.5,0.9701233,29.0,25.09804,24.313726,1513.5,-3.125,0.0,-7.03125,13.0,33.0,8.68,0.97836304,0.9748535,2.079834,0.0,4.7058825,20.0,-9.717528,69.0,14.260813
1392401367846,1392401378264,-122.70528215,45.58325841,0.0,0.0,12.0,264.5,0.9702759,29.0,25.490196,23.529411,1501.25,-3.125,0.0,-7.03125,14.0,34.0,8.76,0.9739685,0.9739685,2.05542,0.0,4.7058825,19.5,-9.572491,68.0,14.263055
1392401367846,1392401379265,-122.70527886,45.58325865,0.0,0.0,12.0,264.1,0.97052,29.0,26.27451,24.313726,1513.75,-3.125,0.0,-7.03125,14.0,32.0,8.85,0.971344,0.972229,2.0407715,0.0,4.7058825,19.0,-9.862566,70.0,14.266644
1392401367846,1392401380264,-122.70527645,45.58325703,0.0,0.0,12.0,263.8,0.97076416,30.0,26.27451,23.529411,1503.5,-3.125,0.0,-7.03125,14.0,31.0,8.76,0.971344,0.971344,2.0407715,0.0,4.7058825,20.0,-10.007604,71.0,14.270233
1392401367846,1392401381264,-122.70527625,45.58325715,0.0,0.0,12.0,263.8,0.9709778,30.0,25.09804,23.921568,1499.25,-3.125,0.0,-7.03125,14.0,31.0,8.85,0.977478,0.98010254,2.0749512,0.0,4.7058825,20.5,-10.007604,71.0,14.273373
1392401367846,1392401382264,-122.70527598,45.58325693,0.0,0.0,12.0,263.4,0.9712219,30.0,25.490196,23.921568,1493.75,-3.125,0.0,-7.03125,14.0,32.0,8.59,0.972229,0.969574,2.0456543,0.0,4.7058825,20.0,-9.862566,71.0,14.276962
1392401367846,1392401383264,-122.7052759,45.58325687,0.0,0.0,12.0,263.4,0.9716797,30.0,25.490196,23.529411,1498.5,-3.125,0.0,-6.25,14.0,32.0,8.68,0.9836426,0.98013306,2.1091309,0.0,4.7058825,21.5,-9.862566,72.0,14.283691
1392401367846,1392401384264,-122.70527587,45.58325677,0.0,0.0,12.0,262.8,0.9722595,30.0,25.490196,22.745098,1521.5,-3.125,0.0,-6.25,14.0,33.0,8.59,0.9757385,0.9782715,2.0651855,0.0,4.7058825,20.0,-9.717528,71.0,14.292214
1392401367846,1392401387084,-122.70527576,45.58325682,0.0,0.0,12.0,262.0,0.97335815,31.0,26.27451,23.137255,1491.0,-3.125,0.0,-5.46875,14.0,33.0,8.76,0.974823,0.9630127,2.0601807,0.0,4.7058825,20.0,-9.717528,70.0,14.308365
1392401367846,1392401388084,-122.70527571,45.58325683,0.0,0.0,12.0,261.7,0.97384644,31.0,25.490196,23.137255,1522.0,-3.125,0.0,-5.46875,14.0,33.0,8.42,0.97836304,0.977478,2.079712,0.0,4.7058825,19.5,-9.717528,69.0,14.315542
1392401367846,1392401389084,-122.70527549,45.583257,0.0,0.0,12.0,261.7,0.9743347,31.0,25.882353,24.313726,1523.25,-3.125,0.0,-4.6875,14.0,33.0,9.11,0.9871216,0.98275757,2.12854,0.0,4.7058825,18.0,-9.717528,70.0,14.322721
1392401367846,1392401390085,-122.70527545,45.58325701,0.0,0.0,12.0,261.3,0.9746704,32.0,28.235294,25.09804,1572.25,-3.125,0.0,-3.125,14.0,35.0,9.59,1.0102844,0.99142456,2.2408447,1.9607843,5.098039,34.0,-9.427453,69.0,14.327655
1392401367846,1392401391084,-122.7052754,45.58325703,0.0,0.0,12.0,261.3,0.9751587,32.0,41.17647,36.862743,1590.0,-0.78125,0.0,4.6875,14.0,46.0,14.66,1.0127563,0.99328613,2.2506104,5.098039,7.0588236,41.5,-7.832038,70.0,14.334833
1392401367846,1392401392085,-122.7052754,45.58325704,0.0,0.0,12.0,261.4,0.97546387,32.0,43.52941,24.705883,1202.0,-0.78125,0.0,-10.9375,14.0,40.0,10.56,0.90393066,0.9114685,1.6055908,1.9607843,4.7058825,37.0,-8.702265,68.0,14.339319
1392401367846,1392401393087,-122.70527539,45.58325706,0.0,0.0,12.0,262.5,0.9758911,32.0,23.92157,22.352942,1301.5,-3.125,0.0,-10.15625,14.0,34.0,6.65,0.9924011,0.99417114,2.157837,0.0,3.9215686,13.5,-9.572491,65.0,14.345599
1392401367846,1392401394084,-122.70527431,45.5832546,0.0,0.0,12.0,262.5,0.9763794,33.0,25.882353,22.352942,1249.0,-3.125,0.0,-8.59375,14.0,33.0,7.5,0.9862671,0.9880066,2.1236572,0.0,3.5294118,21.0,-9.717528,66.0,14.352777
1392401367846,1392401395084,-122.70527419,45.5832545,0.0,0.0,12.0,263.5,0.97662354,33.0,30.980392,27.058823,1182.5,-3.125,0.0,-4.6875,14.0,37.0,7.81,1.0324402,1.031189,2.3287354,0.0,4.3137255,21.5,-9.137377,67.0,14.356365
1392401367846,1392401396084,-122.70529427,45.58325359,9.0,266.3,12.0,264.4,0.9770813,33.0,31.37255,25.09804,1217.75,-3.125,0.0,-1.5625,14.0,38.0,7.5,1.0079651,1.0028992,2.2315674,0.0,4.3137255,19.0,-8.99234,67.0,14.363094
1392401367846,1392401397085,-122.70530931,45.58325788,7.2,272.3,12.0,264.4,0.9772644,33.0,30.980392,25.490196,1242.25,-3.125,0.0,0.0,14.0,37.0,7.73,1.0029602,1.0041809,2.21167,1.1764706,4.3137255,19.0,-9.137377,66.0,14.365787
1392401367846,1392401398084,-122.70531657,45.58325243,5.3999996,263.0,12.0,265.7,0.9776306,33.0,28.235294,24.705883,1307.0,-3.125,0.0,0.0,14.0,38.0,7.65,0.92266846,0.96154785,1.7282715,0.0,4.3137255,18.5,-8.99234,70.0,14.371169
1392401367846,1392401399085,-122.70532403,45.58324297,5.3999996,279.4,12.0,265.7,0.9779968,33.0,37.64706,36.07843,1265.5,-3.125,0.0,-2.34375,14.0,36.0,9.88,0.96069336,0.9678345,1.9772949,3.5294118,5.882353,25.5,-9.282415,73.0,14.376553
1392401367846,1392401400085,-122.70534728,45.58324923,5.3999996,276.6,12.0,266.8,0.97821045,34.0,26.27451,23.529411,1341.75,-0.78125,0.0,-4.6875,14.0,36.0,7.65,0.92422485,0.99417114,1.7385254,0.0,4.3137255,23.5,-9.282415,70.0,14.379694
1392401367846,1392401401084,-122.70535937,45.58323955,4.5,270.4,12.0,266.8,0.9786682,34.0,20.784313,20.784313,1395.0,-3.125,0.0,-6.25,14.0,30.0,6.96,0.971344,0.96694946,2.0407715,0.0,3.5294118,19.0,-10.152641,65.0,14.386423
1392401367846,1392401402084,-122.7053663,45.58323615,2.6999998,262.8,12.0,268.3,0.97839355,34.0,60.784313,38.82353,1391.75,-2.34375,0.0,-4.6875,14.0,52.0,22.93,0.8898926,0.8279724,1.5057373,6.666667,8.627451,25.0,-6.961811,81.0,14.382384
1392401367846,1392401403084,-122.70535583,45.5832226,0.0,0.0,12.0,268.3,0.979126,34.0,69.803925,61.17647,1562.5,-0.78125,0.0,-4.6875,14.0,72.0,27.23,0.95007324,0.93304443,1.9077148,6.666667,9.803922,16.0,-4.061056,81.0,14.393151
1392401367846,1392401404085,-122.70535124,45.58323638,2.6999998,49.9,12.0,270.5,0.9798889,34.0,56.47059,43.92157,1455.5,-0.78125,0.0,-13.28125,14.0,60.0,16.94,0.94921875,0.9975281,1.9020996,5.882353,8.627451,23.5,-5.80151,79.0,14.404367
1392401367846,1392401405085,-122.70534964,45.583264,9.0,10.4,12.0,276.5,0.97888184,35.0,54.901962,41.17647,1766.5,-0.78125,0.0,-3.90625,14.0,62.0,23.45,0.9982605,1.0349426,2.1903076,6.666667,10.588236,23.0,-5.5114336,83.0,14.389563
1392401367846,1392401406085,-122.70535128,45.58329812,12.599999,0.4,12.0,276.5,0.9768982,35.0,35.294117,44.313725,2249.75,-0.78125,0.0,-1.5625,14.0,60.0,25.44,0.97042847,0.96865845,2.0356445,6.666667,10.588236,22.5,-5.80151,84.0,14.360403
1392401367846,1392401407084,-122.70535149,45.5833416,15.299999,359.8,12.0,282.0,0.97735596,35.0,22.745098,34.117645,2659.0,-0.78125,0.0,-9.375,14.0,45.0,22.06,0.97128296,0.96954346,2.0405273,6.27451,9.411765,32.0,-7.9770756,79.0,14.367132
1392401367846,1392401408084,-122.7053375,45.58340108,22.5,1.7,12.0,282.0,0.97769165,35.0,25.490196,36.07843,2900.25,-0.78125,0.0,-3.90625,14.0,46.0,26.42,0.9862366,0.966095,2.1235352,6.27451,9.411765,32.5,-7.832038,79.0,14.372067
1392401367846,1392401409085,-122.70533669,45.58347543,25.199999,1.4,12.0,288.2,0.9815979,36.0,0.0,15.294118,2546.75,-0.78125,0.0,0.0,14.0,24.0,9.78,0.9888611,0.9025879,2.1381836,0.0,5.490196,25.0,-11.022868,70.0,14.429489
1392401367846,1392401410084,-122.70534605,45.58355521,28.8,359.2,12.0,288.2,0.9746704,36.0,21.568628,20.392157,1550.0,-3.125,0.0,0.0,14.0,29.0,7.81,1.1777649,1.3825378,2.7490234,0.0,3.9215686,22.0,-10.29768,64.0,14.327655
1392401367846,1392401411085,-122.70535264,45.58362722,28.8,358.6,12.0,290.6,0.9842529,36.0,22.745098,20.392157,1474.25,-3.125,0.0,-4.6875,14.0,28.0,7.58,0.9316101,0.9263611,1.7866211,0.0,3.9215686,21.0,-10.442717,66.0,14.468518
1392401367846,1392401412084,-122.70535261,45.58369758,27.9,358.9,12.0,291.5,0.98498535,37.0,23.529411,21.568628,1412.5,-3.125,0.0,-7.03125,14.0,28.0,6.96,0.96292114,0.96865845,1.9916992,0.0,3.9215686,20.0,-10.442717,67.0,14.479284
1392401367846,1392401413084,-122.70535684,45.58377359,27.9,359.1,12.0,291.5,0.9854126,37.0,24.705883,21.960785,1277.0,-3.125,0.0,-6.25,14.0,32.0,6.73,1.0003967,1.00531,2.201538,0.0,3.9215686,19.5,-9.862566,66.0,14.485566
1392401367846,1392401414085,-122.70536084,45.58383963,26.099998,359.7,12.0,291.3,0.9857483,37.0,29.411766,24.313726,1220.25,-3.125,0.0,-2.34375,14.0,34.0,7.11,1.0383911,1.0383911,2.3480225,0.0,4.3137255,19.5,-9.572491,66.0,14.4905
1392401367846,1392401415084,-122.70536633,45.58387546,18.9,4.5,12.0,291.3,0.9859619,37.0,25.09804,23.529411,1403.0,-3.125,0.0,0.0,14.0,32.0,7.9,0.973053,0.98446655,2.050293,0.0,4.3137255,14.5,-9.862566,67.0,14.493639
1392401367846,1392401416084,-122.70535985,45.58390984,13.5,9.8,12.0,290.5,0.98620605,38.0,24.313726,21.960785,1397.25,-3.125,0.0,-1.5625,14.0,32.0,7.42,0.9713135,0.9783325,2.0405273,0.0,3.9215686,18.0,-9.862566,67.0,14.49723
1392401367846,1392401417085,-122.70535265,45.58393907,10.799999,10.9,12.0,290.5,0.98651123,38.0,38.431374,50.588234,1362.25,-3.125,0.0,-2.34375,14.0,29.0,6.44,0.96865845,0.96865845,2.025879,6.27451,7.4509807,22.0,-10.29768,64.0,14.501715
1392401367846,1392401418084,-122.70534617,45.58395398,6.2999997,7.0,12.0,289.7,0.9866638,38.0,83.92157,60.39216,1169.25,-0.78125,0.0,-11.71875,14.0,82.0,19.94,0.8890381,0.82611084,1.4984131,7.4509807,10.980392,12.5,-2.6106796,79.0,14.503958
1392401367846,1392401419084,-122.70534868,45.58397552,8.099999,0.6,12.0,289.7,0.9863281,38.0,80.78432,67.84314,1920.0,-0.78125,0.0,-12.5,14.0,88.0,32.2,0.9925842,1.0003967,2.1588135,8.627451,13.725491,19.0,-1.7404528,89.0,14.4990225
1392401367846,1392401420084,-122.70536869,45.58401692,14.4,339.6,12.0,293.7,0.98672485,38.0,56.078434,74.5098,2823.25,-0.78125,0.0,-2.34375,14.0,85.0,48.35,0.9949951,0.99676514,2.1722412,10.196078,16.470589,30.0,-2.1755657,93.0,14.504855
1392401367846,1392401421085,-122.70544011,45.58405133,22.5,308.2,12.0,299.9,0.9861145,38.0,9.803922,30.19608,2859.75,-0.78125,0.0,0.0,13.0,34.0,10.97,0.8651428,0.86328125,1.3084717,0.0,8.235294,20.5,-9.572491,81.0,14.495883
1392401367846,1392401422084,-122.70554203,45.58405857,27.9,281.8,12.0,299.9,0.9598999,38.0,70.98039,81.960785,2079.5,-0.78125,0.0,0.0,13.0,98.0,41.57,0.841095,0.8781738,1.1174316,10.588236,20.0,25.5,-0.2900753,78.0,14.110528
1392401367846,1392401423085,-122.70565058,45.584061,29.699999,273.6,12.0,299.9,0.9697876,39.0,53.333336,80.0,2454.5,-0.78125,0.0,-6.25,13.0,92.0,47.52,0.9958496,0.98443604,2.177002,10.196078,16.470589,29.0,-1.1603022,83.0,14.255877
1392401367846,1392401424085,-122.70578412,45.58406038,36.899998,271.1,12.0,309.3,0.9847412,39.0,47.45098,74.5098,2796.75,-0.78125,0.0,-10.9375,13.0,86.0,49.18,0.9686279,0.9677429,2.0256348,9.411765,15.686275,35.5,-2.030528,84.0,14.475697
1392401367846,1392401425084,-122.70594421,45.58406098,43.199997,270.5,12.0,322.4,0.986145,40.0,36.07843,64.70588,3035.75,-0.78125,0.0,-9.375,13.0,77.0,42.08,0.976532,0.9984741,2.069458,1.1764706,9.411765,44.5,-3.335868,81.0,14.496331
1392401367846,1392401426084,-122.70611506,45.58405623,47.699997,270.1,12.0,322.4,1.0,40.0,31.37255,25.490196,2431.75,-0.78125,0.0,0.0,13.0,30.0,19.47,0.8692932,0.9923096,1.3414307,4.7058825,6.27451,26.0,-10.152641,74.0,14.7
1392401367846,1392401427085,-122.70629224,45.58405659,49.5,269.9,12.0,332.6,0.96939087,40.0,50.588238,66.666664,2098.0,-0.78125,0.0,0.0,13.0,78.0,33.75,0.91967773,0.8663025,1.7081299,7.8431373,13.333334,37.0,-3.1908302,75.0,14.250045
1392401367846,1392401428085,-122.70646478,45.58405221,49.5,270.2,12.0,332.6,0.9877014,40.0,44.313725,58.039215,2224.5,-0.78125,0.0,-4.6875,13.0,70.0,31.32,1.0150757,1.0162964,2.2598877,6.666667,11.764706,39.5,-4.3511324,77.0,14.51921
1392401367846,1392401429085,-122.70665047,45.58405112,51.3,270.5,12.0,351.6,0.9878235,41.0,36.47059,40.39216,2265.25,-0.78125,0.0,-3.125,13.0,53.0,23.1,1.0039978,0.98794556,2.2159424,6.27451,9.019608,47.0,-6.8167734,77.0,14.521006
1392401367846,1392401430084,-122.70683804,45.5840522,53.1,270.5,12.0,351.6,0.9876709,42.0,26.666668,36.47059,2286.0,-0.78125,0.0,-7.03125,13.0,47.0,20.1,0.9852905,0.96362305,2.118164,5.882353,8.627451,46.5,-7.687,76.0,14.518762
1392401367846,1392401431085,-122.70702063,45.58405175,52.199997,270.9,12.0,371.2,1.0,42.0,15.294118,18.82353,2243.25,-0.78125,0.0,-12.5,13.0,36.0,11.83,0.98880005,0.9852905,2.1378174,0.0,5.098039,26.0,-9.282415,69.0,14.7
1392401367846,1392401432084,-122.70720655,45.5840511,52.199997,270.4,12.0,384.8,0.99087524,42.0,18.82353,20.784313,1760.0,-0.78125,0.0,0.0,13.0,30.0,7.65,1.121521,0.9100647,2.5826416,0.0,3.9215686,23.5,-10.152641,62.0,14.5658655
1392401367846,1392401433084,-122.70737885,45.58405156,48.6,270.7,12.0,384.8,0.99002075,42.0,14.509804,15.294118,2477.5,-3.125,0.0,-9.375,13.0,23.0,9.2,0.92263794,0.92337036,1.7275391,0.0,4.7058825,26.0,-11.167906,67.0,14.553305
1392401367846,1392401434084,-122.70752913,45.5840543,42.3,271.1,12.0,394.8,0.99002075,43.0,0.0,16.078432,2084.25,-3.125,0.0,-12.5,13.0,24.0,8.42,0.9887085,0.9931946,2.137207,0.0,4.3137255,26.0,-11.022868,64.0,14.553305
1392401367846,1392401435085,-122.70765187,45.5840551,36.0,271.2,12.0,394.8,0.9901428,43.0,0.0,16.078432,1980.75,-3.125,0.0,-8.59375,13.0,23.0,7.81,1.0522766,1.0366516,2.3867188,0.39215687,3.9215686,25.5,-11.167906,65.0,14.5550995
1392401367846,1392401436084,-122.70776223,45.58405307,32.399998,268.8,12.0,398.2,0.9904785,43.0,45.09804,46.27451,1822.25,-3.125,0.0,-6.25,14.0,54.0,23.1,1.0150452,1.0452576,2.2597656,7.0588236,8.235294,29.0,-6.671736,73.0,14.560034
1392401367846,1392401437084,-122.70785368,45.58402752,28.8,254.7,12.0,398.2,0.9900818,43.0,52.941177,54.117645,1879.25,-0.78125,0.0,0.0,14.0,63.0,23.45,0.9873352,1.0236511,2.1296387,7.0588236,10.588236,28.0,-5.366396,75.0,14.554203
